_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
1,2523,1,Drinking Fountain,None,Drinking Fountain Count,None,ASHBRIDGES BAY PARK - Drinking Water Source (  1)
2,2523,1,Dog Fountain,None,Dog Fountain Count,None,ASHBRIDGES BAY PARK - Drinking Water Source (  1)
3,2524,1,Drinking Fountain,None,Drinking Fountain Count,None,ASHBRIDGES BAY PARK - Drinking Water Source (  2)
4,21787,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL (  1)
5,21788,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 10)
6,21790,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 12)
7,21791,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 13)
8,21792,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 14)
9,21793,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 15)
10,21794,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 16)
11,21795,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 17)
12,21796,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 18)
13,21798,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL (  2)
14,21799,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL ( 20)
15,21805,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL (  4)
16,21807,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL (  6)
17,21808,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL (  7)
18,21809,1,Bike Trail,None,Bike Trail,None,ASHBRIDGES BAY PARK TRAIL (  8)
19,23246,1,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL (  1)
20,27944,1,Picnic Site,picnic,Picnic Site,None,ASHBRIDGES BAY PARK - Picnic Site (  1)
21,27945,1,Picnic Site,picnic,Picnic Site,None,ASHBRIDGES BAY PARK - Picnic Site (  2)
22,29193,1,Firepit,None,Firepit,None,ASHBRIDGES BAY PARK - Firepit
23,31265,1,Washroom Facility,None,Washroom Building,None,ASHBRIDGES BAY PARK - Washroom Building and Garage
24,32210,1,Parking Lot,None,Outdoor Parking Lot,None,ASHBRIDGES BAY PARK - Outdoor Parking Lot
25,47022,1,Outdoor Shower,None,Outdoor Shower,None,ASHBRIDGES BAY PARK - Washroom Building and Garage - Outdoor Shower
26,57882,1,Community Garden,None,Community Garden,None,ASHBRIDGES BAY PARK - Community Garden
27,78697,1,Disc Golf Course,None,Disc Golf,None,ASHBRIDGES BAY PARK - Disc Golf Course N
28,78828,1,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,ASHBRIDGES BAY PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
29,78829,1,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,ASHBRIDGES BAY PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
30,78830,1,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,ASHBRIDGES BAY PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
31,78831,1,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,ASHBRIDGES BAY PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
32,102012,1,Bottle Filling Station,None,Water Bottle Filling Count,None,ASHBRIDGES BAY PARK - Drinking Water Source (  3)
33,2462,2,Drinking Fountain,None,Drinking Fountain Count,None,BLUFFER'S PARK - Drinking Water Source (  1)
34,2464,2,Drinking Fountain,None,Drinking Fountain Count,None,BLUFFER'S PARK - Drinking Water Source (  3)
35,17042,2,Beach,None,Beach,None,BLUFFER'S PARK BEACH
36,21998,2,Bike Trail,None,Bike Trail,None,BLUFFER'S PARK TRAIL (  1)
37,29300,2,Washroom Facility,None,Washroom Building,None,BLUFFER'S PARK EAST WASHROOM
38,29300,2,Change Room Facility,None,Changeroom Building,None,BLUFFER'S PARK EAST WASHROOM
39,29307,2,Washroom Facility,None,Washroom Building,None,BLUFFER'S PARK WEST WASHROOM
40,32220,2,Parking Lot,None,Outdoor Parking Lot,None,BLUFFER'S PARK - Outdoor Parking Lot (  1)
41,32221,2,Parking Lot,None,Outdoor Parking Lot,None,BLUFFER'S PARK - Outdoor Parking Lot (  2)
42,32222,2,Parking Lot,None,Outdoor Parking Lot,None,BLUFFER'S PARK - Outdoor Parking Lot (  3)
43,32223,2,Parking Lot,None,Outdoor Parking Lot,None,BLUFFER'S PARK - Outdoor Parking Lot (  4)
44,44903,2,Parking Lot,None,Outdoor Parking Lot,None,BLUFFER'S PARK - Outdoor Parking Lot (  5)
45,58402,2,Outdoor Shower,None,Outdoor Shower,None,BLUFFER'S PARK - Outdoor Shower
46,70542,2,Picnic Site,picnic,Picnic Site,None,BLUFFER'S PARK - Picnic Site (  1)
47,70543,2,Picnic Site,picnic,Picnic Site,None,BLUFFER'S PARK - Picnic Site (  2)
48,102325,2,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,BLUFFER'S PARK -  Volleyball Court (  1)
49,102326,2,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,BLUFFER'S PARK - Volleyball Court (  2)
50,102327,2,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,BLUFFER'S PARK - Volleyball Court (  3)
51,102328,2,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,BLUFFER'S PARK - Volleyball Court (  4)
52,2219,3,Drinking Fountain,None,Drinking Fountain Count,None,JAMES GARDENS - Drinking Water Source (  1)
53,13567,3,Greenhouse,None,Greenhouse,None,JAMES GARDENS RES. UNIT COACH HOUSE AND GREENHOUSE
54,29542,3,Washroom Facility,None,Washroom Building,None,JAMES GARDENS WASHROOM
55,29853,3,Kitchen,room,Kitchen,None,JAMES GARDENS RES. UNIT COACH HOUSE AND GREENHOUSE - Kitchen (  1)
56,29854,3,Kitchen,room,Kitchen,None,EDGEHILL HOUSE - Kitchen (  2)
57,32367,3,Parking Lot,None,Outdoor Parking Lot,None,JAMES GARDENS - Outdoor Parking Lot
58,42744,3,Children's Garden,None,Children's Garden,None,EDGEHILL HOUSE - Children's Garden
59,57360,3,Pond,None,Open Water,None,JAMES GARDENS - Open Water
60,102084,3,Bottle Filling Station,None,Water Bottle Filling Count,None,JAMES GARDENS - Drinking Water Source (  2)
61,967980,3,Gazebo,None,Gazebo,None,JAMES GARDENS - Shade Structure (  1)
62,22804,4,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL (  3)
63,22815,4,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL (  4)
64,22820,4,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL (  5)
65,22821,4,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL (  6)
66,22822,4,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL (  7)
67,22823,4,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL (  8)
68,22824,4,Bike Trail,None,Bike Trail,None,HIGHLAND CREEK TRAIL (  9)
69,28287,4,Picnic Site,picnic,Picnic Site,None,COLONEL DANFORTH PARK - Picnic Site (  1)
70,28288,4,Picnic Site,picnic,Picnic Site,None,COLONEL DANFORTH PARK - Picnic Site (  2)
71,28289,4,Picnic Site,picnic,Picnic Site,None,COLONEL DANFORTH PARK - Picnic Site (  3)
72,28290,4,Picnic Site,picnic,Picnic Site,None,COLONEL DANFORTH PARK - Picnic Site (  4)
73,28291,4,Picnic Site,picnic,Picnic Site,None,COLONEL DANFORTH PARK - Picnic Site (  5)
74,32247,4,Parking Lot,None,Outdoor Parking Lot,None,COLONEL DANFORTH PARK - Outdoor Parking Lot (  1)
75,32248,4,Parking Lot,None,Outdoor Parking Lot,None,COLONEL DANFORTH PARK - Outdoor Parking Lot (  2)
76,40318,4,Bike Trail,None,Bike Trail,None,COLONEL DANFORTH PARK TRAIL (  1)
77,40319,4,Bike Trail,None,Bike Trail,None,COLONEL DANFORTH PARK TRAIL (  2)
78,45442,4,Washroom Facility,None,Washroom Building,None,COLONEL DANFORTH PARK - Washroom Building
79,48922,4,Dogs Off-Leash Area,None,Off Leash Area,None,COLONEL DANFORTH PARK - Off Leash Area
80,57316,4,Pond,None,Open Water,None,COLONEL DANFORTH PARK - Open Water
81,103211,4,Drinking Fountain,None,Drinking Fountain Count,None,COLONEL DANFORTH PARK - Drinking Water Source
82,850033,4,Parking Lot,None,Outdoor Parking Lot,None,COLONEL DANFORTH PARK - Outdoor Parking Lot (  3)
83,967595,4,Gazebo,None,Gazebo,None,COLONEL DANFORTH PARK - Shade Structure
84,4606,5,Firepit,None,Firepit,None,DERRYDOWNS PARK - Firepit
85,21939,5,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 14)
86,21940,5,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 15)
87,21941,5,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 16)
88,21942,5,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 17)
89,21943,5,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 18)
90,21947,5,Bike Trail,None,Bike Trail,None,BLACK CREEK TRAIL ( 21)
91,29359,5,Washroom Facility,None,Washroom Building,None,DERRYDOWNS PARK - Washroom Building
92,32259,5,Parking Lot,None,Outdoor Parking Lot,None,DERRYDOWNS PARK - Outdoor Parking Lot
93,967606,5,Gazebo,None,Gazebo,None,DERRYDOWNS PARK - Shade Structure (  1)
94,967607,5,Gazebo,None,Gazebo,None,DERRYDOWNS PARK - Shade Structure (  2)
95,2805,6,Dogs Off-Leash Area,None,Off Leash Area,None,MARIE CURTIS PARK - Off Leash Area
96,4073,6,Picnic Site,picnic,Picnic Site,None,MARIE CURTIS PARK - Picnic Site (  1)
97,4074,6,Picnic Site,picnic,Picnic Site,None,MARIE CURTIS PARK - Picnic Site (  2)
98,4076,6,Wading Pool,None,Wading Pool,None,MARIE CURTIS PARK - Wading Pool
99,13591,6,Fieldhouse,None,Fieldhouse,None,MARIE CURTIS PARK CONCESSION
100,13591,6,Washroom Facility,None,Washroom Building,None,MARIE CURTIS PARK CONCESSION
101,17083,6,Beach,None,Beach,None,MARIE CURTIS PARK EAST BEACH
102,22512,6,Bike Trail,None,Bike Trail,None,ETOBICOKE CREEK TRAIL ( 10)
103,22513,6,Bike Trail,None,Bike Trail,None,ETOBICOKE CREEK TRAIL ( 11)
104,24065,6,Bike Trail,None,Bike Trail,None,WATERFRONT TRAIL (  2)
105,24076,6,Bike Trail,None,Bike Trail,None,WATERFRONT TRAIL (  3)
106,24077,6,Bike Trail,None,Bike Trail,None,WATERFRONT TRAIL (  4)
107,24078,6,Bike Trail,None,Bike Trail,None,WATERFRONT TRAIL (  5)
108,24079,6,Bike Trail,None,Bike Trail,None,WATERFRONT TRAIL (  6)
109,29570,6,Washroom Facility,None,Washroom Building,None,MARIE CURTIS PARK - Washroom Building
110,32390,6,Parking Lot,None,Outdoor Parking Lot,None,MARIE CURTIS PARK - Outdoor Parking Lot (  1)
111,32391,6,Parking Lot,None,Outdoor Parking Lot,None,MARIE CURTIS PARK - Outdoor Parking Lot (  2)
112,32392,6,Parking Lot,None,Outdoor Parking Lot,None,MARIE CURTIS PARK - Outdoor Parking Lot (  3)
113,33808,6,Playground,None,Playground Site,None,MARIE CURTIS PARK - Playground
114,36542,6,Splash Pad,None,Splash/Spray Pad,None,MARIE CURTIS PARK - Splash/Spray Pad
115,75731,6,Gazebo,None,Gazebo,None,MARIE CURTIS PARK - Shade Structure (  1)
116,96254,6,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,MARIE CURTIS PARK - Volleyball Court (  1)
117,96255,6,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,MARIE CURTIS PARK - Volleyball Court (  2)
118,96256,6,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,MARIE CURTIS PARK - Volleyball Court (  3)
119,96257,6,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,MARIE CURTIS PARK - Volleyball Court (  4)
120,96258,6,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,MARIE CURTIS PARK - Volleyball Court (  5)
121,96259,6,Outdoor Volleyball Court,None,Outdoor Volleyball Court,None,MARIE CURTIS PARK - Volleyball Court (  6)
122,970629,6,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MARIE CURTIS PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Parallel Bars
123,970630,6,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MARIE CURTIS PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Push Up Bars
124,970631,6,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MARIE CURTIS PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Pull-Up Bars
125,970632,6,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MARIE CURTIS PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment - Long Bench
126,970633,6,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MARIE CURTIS PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
127,970634,6,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MARIE CURTIS PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
128,970635,6,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MARIE CURTIS PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
129,970636,6,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,MARIE CURTIS PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
130,1002174,6,Beach,None,Beach,None,MARIE CURTIS PARK WEST BEACH
131,2053,7,Washroom Facility,None,Washroom Building,None,BROADLANDS COMMUNITY RECREATION CENTRE
132,4778,7,Outdoor Pool,pool,Outdoor Pool Tank,None,BROADLANDS COMMUNITY RECREATION CENTRE - Outdoor Pool Tank
133,14265,7,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,BROADLANDS COMMUNITY RECREATION CENTRE - Outdoor Artificial Ice Rink
134,29782,7,Kitchen,room,Kitchen - B,B,BROADLANDS COMMUNITY RECREATION CENTRE - Kitchen
135,43575,7,Outdoor Rink,ice,Outdoor Ice Pad,None,BROADLANDS PARK - Outdoor Ice Pad
136,47935,7,Multipurpose Room,room,Room - C,C,BROADLANDS COMMUNITY RECREATION CENTRE - Multipurpose Room (  1)
137,47936,7,Multipurpose Room,room,Room - C,C,BROADLANDS COMMUNITY RECREATION CENTRE - Multipurpose Room (  2)
138,48149,7,Multipurpose Room,room,Room - B,B,BROADLANDS COMMUNITY RECREATION CENTRE - Multipurpose Room (  3)
139,48150,7,Multipurpose Room,room,Room - C,C,BROADLANDS COMMUNITY RECREATION CENTRE - Multipurpose Room (  4)
140,2336,9,Drinking Fountain,None,Drinking Fountain Count,None,EGLINTON FLATS - Drinking Water Source (  1)
141,2338,9,Drinking Fountain,None,Drinking Fountain Count,None,EGLINTON FLATS - Drinking Water Source (  3)
142,2772,9,Community Garden,None,Community Garden,None,EMMETT AVE. COMMUNITY GARDEN
143,3304,9,Outdoor Bocce Court,None,Outdoor Bocce Court,None,EGLINTON FLATS - Outdoor Bocce Court (  3)
144,3305,9,Outdoor Bocce Court,None,Outdoor Bocce Court,None,EGLINTON FLATS - Outdoor Bocce Court (  2)
145,3306,9,Outdoor Bocce Court,None,Outdoor Bocce Court,None,EGLINTON FLATS - Outdoor Bocce Court (  4)
146,3307,9,Outdoor Bocce Court,None,Outdoor Bocce Court,None,EGLINTON FLATS - Outdoor Bocce Court (  1)
147,3308,9,Pickleball Court,None,None,None,EGLINTON FLATS - Tennis Court Area
148,3308,9,Pickleball Court,None,None,None,EGLINTON FLATS - Tennis Court Area
149,3308,9,Pickleball Court,None,None,None,EGLINTON FLATS - Tennis Court Area
150,3308,9,Pickleball Court,None,None,None,EGLINTON FLATS - Tennis Court Area
151,3308,9,Pickleball Court,None,None,None,EGLINTON FLATS - Tennis Court Area
152,3308,9,Pickleball Court,None,None,None,EGLINTON FLATS - Tennis Court Area
153,3309,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  1)
154,3310,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  2)
155,3311,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  3)
156,3312,9,Pickleball Court,None,None,None,EGLINTON FLATS - Outdoor Tennis Court (  4)
157,3312,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  4)
158,3313,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  5)
159,3314,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  6)
160,3315,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  7)
161,3316,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  8)
162,3317,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court (  9)
163,3318,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court ( 10)
164,3319,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court ( 11)
165,3320,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court ( 12)
166,3321,9,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON FLATS - Outdoor Tennis Court ( 13)
167,13481,9,Washroom Facility,None,Washroom Building,None,EGLINTON FLATS NORTHWEST SERVICE BUILDING
168,13482,9,Washroom Facility,None,Washroom Building,None,EGLINTON FLATS SOUTHEAST SPORTS PAVILION
169,13482,9,Fieldhouse,None,Fieldhouse,None,EGLINTON FLATS SOUTHEAST SPORTS PAVILION
170,17752,9,Sport Field,sport,Football Field - Premier,P,EGLINTON FLATS - Football Field
171,18274,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field (  9)
172,18276,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field (  3)
173,18277,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field (  4)
174,18278,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Rugby Field
175,18279,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field ( 12)
176,18280,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field ( 11)
177,18281,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field ( 10)
178,18282,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field (  1)
179,18283,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field (  5)
180,18284,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field (  2)
181,22461,9,Bike Trail,None,Bike Trail,None,EGLINTON FLATS TRAIL (  1)
182,22462,9,Bike Trail,None,Bike Trail,None,EGLINTON FLATS TRAIL (  2)
183,22463,9,Bike Trail,None,Bike Trail,None,EGLINTON FLATS TRAIL (  3)
184,29401,9,Washroom Facility,None,Washroom Building,None,EGLINTON FLATS NORTHWEST SPORTS PAVILION
185,32292,9,Parking Lot,None,Outdoor Parking Lot,None,EGLINTON FLATS - Outdoor Parking Lot (  1)
186,32293,9,Parking Lot,None,Outdoor Parking Lot,None,EGLINTON FLATS - Outdoor Parking Lot (  2)
187,34041,9,Playground,None,Playground Site,None,EGLINTON FLATS - Playground
188,43622,9,Multipurpose Field,None,Multipurpose Field - Premier,P,EGLINTON FLATS - Multipurpose Field ( 13)
189,48229,9,Multipurpose Room,room,Room - C,C,EGLINTON FLATS NORTHWEST SPORTS PAVILION - Multipurpose Room
190,57333,9,Pond,None,Open Water,None,EGLINTON FLATS - Open Water
191,102190,9,Drinking Fountain,None,Drinking Fountain Count,None,EGLINTON FLATS - Drinking Water Source (  4)
192,4491,10,Firepit,None,Firepit,None,ETIENNE BRULE PARK - Firepit
193,4492,10,Picnic Site,picnic,Picnic Site,None,ETIENNE BRULE PARK - Picnic Site
194,22926,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 15)
195,22937,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 16)
196,22959,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 18)
197,22970,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 19)
198,23000,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 23)
199,23001,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 24)
200,23002,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 25)
201,23003,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 26)
202,23004,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 27)
203,23005,10,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 28)
204,29407,10,Washroom Facility,None,Washroom Building,None,ETIENNE BRULE PARK - Washroom Building
205,32298,10,Parking Lot,None,Outdoor Parking Lot,None,ETIENNE BRULE PARK - Outdoor Parking Lot
206,41106,10,Bottle Filling Station,None,Water Bottle Filling Count,None,ETIENNE BRULE PARK - Drinking Water Source (  2)
207,41106,10,Bottle Filling Station,None,Water Bottle Filling Count,None,ETIENNE BRULE PARK - Drinking Water Source (  2)
208,2819,11,Dogs Off-Leash Area,None,Off Leash Area,None,G. ROSS LORD PARK - Off Leash Area
209,4435,11,Firepit,None,Firepit,None,G. ROSS LORD PARK - Firepit
210,4436,11,Picnic Site,picnic,Picnic Site,None,G. ROSS LORD PARK - Picnic Site (  1)
211,13267,11,Drinking Fountain,None,Drinking Fountain Count,None,G. ROSS LORD PARK - Drinking Water Source (  1)
212,13268,11,Drinking Fountain,None,Drinking Fountain Count,None,G. ROSS LORD PARK - Drinking Water Source (  2)
213,13269,11,Drinking Fountain,None,Drinking Fountain Count,None,G. ROSS LORD PARK - Drinking Water Source (  3)
214,13270,11,Drinking Fountain,None,Drinking Fountain Count,None,G. ROSS LORD PARK - Drinking Water Source (  4)
215,13493,11,Washroom Facility,None,Washroom Building,None,G. ROSS LORD PARK SPORTS PAVILION
216,13493,11,Fieldhouse,None,Fieldhouse,None,G. ROSS LORD PARK SPORTS PAVILION
217,13763,11,Riding Stable,None,Riding Stable,None,G. ROSS LORD PARK - Riding Stable
218,18040,11,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,G. ROSS LORD PARK - Cricket Pitch Field (  1)
219,18041,11,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,G. ROSS LORD PARK - Cricket Pitch Field (  2)
220,18155,11,Sport Field,sport,Soccer Field - Premier,P,G. ROSS LORD PARK - Soccer Field (  1)
221,18156,11,Sport Field,sport,Soccer Field - Premier,P,G. ROSS LORD PARK - Soccer Field (  2)
222,18157,11,Sport Field,sport,Soccer Field - Premier,P,G. ROSS LORD PARK - Soccer Field (  3)
223,22562,11,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL (  4)
224,22573,11,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL (  5)
225,22584,11,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL (  6)
226,22592,11,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL (  7)
227,22596,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL (  1)
228,22597,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 10)
229,22598,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 11)
230,22600,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 13)
231,22601,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 14)
232,22602,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 15)
233,22603,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 16)
234,22605,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 18)
235,22606,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 19)
236,22607,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL (  2)
237,22608,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 20)
238,22609,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 21)
239,22611,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 23)
240,22612,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 24)
241,22613,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 25)
242,22614,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 26)
243,22615,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 27)
244,22616,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 28)
245,22617,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 29)
246,22618,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL (  3)
247,22619,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 30)
248,22620,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 31)
249,22621,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 32)
250,22623,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 34)
251,22624,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 35)
252,22625,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 36)
253,22626,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 37)
254,22627,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 38)
255,22628,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 39)
256,22629,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL (  4)
257,22630,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 40)
258,22631,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 41)
259,22632,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 42)
260,22633,11,Bike Trail,None,Bike Trail,None,G. ROSS LORD PARK TRAIL ( 43)
