_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
7730,23436,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 48)
7731,23440,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 51)
7732,23441,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 52)
7733,23442,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 53)
7734,23443,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 54)
7735,23450,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 60)
7736,23451,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 61)
7737,23452,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 62)
7738,23453,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL ( 63)
7739,23458,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL (  7)
7740,23460,1500,Bike Trail,None,Bike Trail,None,MCCOWAN DISTRICT PARK TRAIL (  9)
7741,42644,1500,Playground,None,Playground Site,None,MCCOWAN DISTRICT PARK - Playground
7742,49531,1500,Parking Lot,None,Outdoor Parking Lot,None,MCCOWAN DISTRICT PARK - Outdoor Parking Lot (  1)
7743,49532,1500,Parking Lot,None,Outdoor Parking Lot,None,MCCOWAN DISTRICT PARK - Outdoor Parking Lot (  2)
7744,60122,1500,Pickleball Court,None,None,None,MCCOWAN DISTRICT PARK - Outdoor Artificial Ice Rink
7745,60122,1500,Pickleball Court,None,None,None,MCCOWAN DISTRICT PARK - Outdoor Artificial Ice Rink
7746,60122,1500,Pickleball Court,None,None,None,MCCOWAN DISTRICT PARK - Outdoor Artificial Ice Rink
7747,60122,1500,Pickleball Court,None,None,None,MCCOWAN DISTRICT PARK - Outdoor Artificial Ice Rink
7748,60142,1500,Fieldhouse,None,Fieldhouse,None,MCCOWAN DISTRICT PARK - Fieldhouse
7749,60142,1500,Washroom Facility,None,Washroom Building,None,MCCOWAN DISTRICT PARK - Fieldhouse
7750,60143,1500,Outdoor Rink,ice,Outdoor Ice Pad,None,MCCOWAN DISTRICT PARK - Outdoor Ice Pad
7751,60144,1500,Skate Trail,None,Skate Trail,None,MCCOWAN DISTRICT PARK - Skate Trail
7752,60902,1500,Picnic Shelter,picnic,Shelter,None,MCCOWAN DISTRICT PARK - Shade Structure
7753,72637,1500,Parking Lot,None,Outdoor Parking Lot,None,MCCOWAN DISTRICT PARK - Outdoor Parking Lot (  3)
7754,94307,1500,Splash Pad,None,Splash/Spray Pad,None,MCCOWAN DISTRICT PARK - Splash/Spray Pad
7755,2976,1501,Outdoor Basketball Court,None,Basketball Court,None,LEONARD LINTON PARK - Basketball Court
7756,4156,1501,Skateboard Area,None,Skateboard Area,None,LEONARD LINTON PARK - Skateboard Area
7757,60422,1501,Playground,None,Playground Site,None,LEONARD LINTON PARK - Playground
7758,94343,1501,Outdoor Chess Table,None,Outdoor Chess Table,None,LEONARD LINTON PARK - Outdoor Chess Table (  1)
7759,94344,1501,Outdoor Chess Table,None,Outdoor Chess Table,None,LEONARD LINTON PARK - Outdoor Chess Table (  2)
7760,102095,1501,Bottle Filling Station,None,Water Bottle Filling Count,None,LEONARD LINTON PARK - Drinking Water Source
7761,34237,1503,Playground,None,Playground Site,None,JOHN CHANG NEIGHBOURHOOD PARK - Playground
7762,2224,1504,Drinking Fountain,None,Drinking Fountain Count,None,ISLINGTON PARK - Drinking Water Source
7763,34522,1504,Playground,None,Playground Site,None,ISLINGTON PARK - Playground
7764,3111,1508,Outdoor Basketball Court,None,Basketball Court,None,HUMBERLINE PARK - Basketball Court
7765,34504,1508,Playground,None,Playground Site,None,HUMBERLINE PARK - Playground
7766,74844,1508,Washroom Facility,None,Washroom Building,None,HUMBERLINE PARK - Washroom Building
7767,74866,1508,Drinking Fountain,None,Drinking Fountain Count,None,HUMBERLINE PARK - Drinking Water Source
7768,74866,1508,Bottle Filling Station,None,Water Bottle Filling Count,None,HUMBERLINE PARK - Drinking Water Source
7769,74866,1508,Bottle Filling Station,None,Water Bottle Filling Count,None,HUMBERLINE PARK - Drinking Water Source
7770,18038,1509,Sport Field,sport,Soccer Field - B,B,FINCH - HUMBERLINE SPORTSFIELDS - Soccer Field (  1)
7771,18039,1509,Sport Field,sport,Soccer Field - B,B,FINCH - HUMBERLINE SPORTSFIELDS - Soccer Field (  2)
7772,49520,1509,Parking Lot,None,Outdoor Parking Lot,None,FINCH - HUMBERLINE SPORTSFIELDS - Outdoor Parking Lot
7773,22769,1510,Bike Trail,None,Bike Trail,None,HARRISON PROPERTIES TRAIL (  1)
7774,22770,1510,Bike Trail,None,Bike Trail,None,HARRISON PROPERTIES TRAIL (  2)
7775,21878,1511,Bike Trail,None,Bike Trail,None,BELTLINE TRAIL ( 69)
7776,23198,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL (  9)
7777,23199,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL ( 10)
7778,23200,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL ( 11)
7779,23230,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL (  3)
7780,23237,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL (  4)
7781,23238,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL (  5)
7782,23239,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL (  6)
7783,23240,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL (  7)
7784,23241,1511,Bike Trail,None,Bike Trail,None,LOWER DON RIVER TRAIL (  8)
7785,57367,1511,Pond,None,Open Water,None,LOWER DON PARKLANDS - Open Water (  1)
7786,57368,1511,Pond,None,Open Water,None,LOWER DON PARKLANDS - Open Water (  2)
7787,57369,1511,Pond,None,Open Water,None,LOWER DON PARKLANDS - Open Water (  3)
7788,57370,1511,Pond,None,Open Water,None,LOWER DON PARKLANDS - Open Water (  4)
7789,57371,1511,Pond,None,Open Water,None,LOWER DON PARKLANDS - Open Water (  5)
7790,57372,1511,Pond,None,Open Water,None,LOWER DON PARKLANDS - Open Water (  6)
7791,1194,1529,Allotment Garden,None,Allotment Garden,None,BISHOP ALLOTMENTS
7792,44063,1569,Campground,None,Campground,None,CLAIREVILLE DAY CAMP
7793,257,1583,Allotment Garden,None,Allotment Garden,None,DAVENTRY ALLOTMENTS
7794,383,1631,Allotment Garden,None,Allotment Garden,None,FOUR WINDS ALLOTMENTS
7795,410,1642,Allotment Garden,None,Allotment Garden,None,GIVENDALE ALLOTMENTS
7796,2238,1663,Drinking Fountain,None,Drinking Fountain Count,None,HTO PARK - Drinking Water Source
7797,2239,1663,Outdoor Shower,None,Outdoor Shower,None,HTO PARK - Outdoor Shower (  1)
7798,2240,1663,Outdoor Shower,None,Outdoor Shower,None,HTO PARK - Outdoor Shower (  2)
7799,2813,1663,Beach,None,Beach,None,HTO BEACH (sand only)
7800,556,1681,Allotment Garden,None,Allotment Garden,None,JONESVILLE ALLOTMENTS
7801,36151,1685,Sport Field,sport,Soccer Field - Premier,P,TORONTO AZZURRI YOUTH SPORT VILLAGE - Soccer Field
7802,36157,1685,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,KEELE RESERVOIR - Cricket Pitch Field (  1)
7803,36158,1685,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,KEELE RESERVOIR - Cricket Pitch Field (  2)
7804,45382,1685,Clubhouse,None,Clubhouse,None,TORONTO AZZURRI YOUTH SPORT VILLAGE
7805,849967,1685,Parking Lot,None,Outdoor Parking Lot,None,KEELE RESERVOIR - Outdoor Parking Lot
7806,32518,1690,Parking Lot,None,Outdoor Parking Lot,None,KIPLING YARD - Outdoor Parking Lot
7807,2526,1707,Drinking Fountain,None,Drinking Fountain Count,None,TORONTO MUSIC GARDEN - Drinking Water Source (  1)
7808,2527,1707,Drinking Fountain,None,Drinking Fountain Count,None,TORONTO MUSIC GARDEN - Drinking Water Source (  2)
7809,36505,1707,Fieldhouse,None,Fieldhouse,None,TORONTO MUSIC GARDEN - Fieldhouse
7810,22543,1710,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL (  2)
7811,22544,1710,Bike Trail,None,Bike Trail,None,FINCH CORRIDOR TRAIL (  3)
7812,36152,1710,Sport Field,sport,Soccer Field - C,C,REMBERTO NAVIA - Soccer Field (  1)
7813,36153,1710,Sport Field,sport,Soccer Field - C,C,REMBERTO NAVIA - Soccer Field (  2)
7814,36154,1710,Sport Field,sport,Soccer Field - C,C,REMBERTO NAVIA - Soccer Field (  3)
7815,36155,1710,Sport Field,sport,Soccer Field - C,C,REMBERTO NAVIA - Soccer Field (  4)
7816,36156,1710,Sport Field,sport,Soccer Field - C,C,REMBERTO NAVIA - Soccer Field (  5)
7817,36159,1710,Cricket Pitch Field,sport,Cricket Pitch Field - C,C,REMBERTO NAVIA - Cricket Pitch Field
7818,850072,1710,Parking Lot,None,Outdoor Parking Lot,None,REMBERTO NAVIA SPORT FIELDS - Outdoor Parking Lot
7819,2640,1748,Drinking Fountain,None,Drinking Fountain Count,None,SCARBORO CRESCENT PARK - Drinking Water Source
7820,3768,1748,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SCARBORO CRESCENT PARK - Outdoor Tennis Court (  1)
7821,3769,1748,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SCARBORO CRESCENT PARK - Outdoor Tennis Court (  2)
7822,3770,1748,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SCARBORO CRESCENT PARK - Outdoor Tennis Court (  1)
7823,3771,1748,Outdoor Tennis Court,None,Outdoor Tennis Court,None,SCARBORO CRESCENT PARK - Outdoor Tennis Court (  2)
7824,5133,1748,Splash Pad,None,Splash/Spray Pad,None,SCARBORO CRESCENT PARK - Splash/Spray Pad
7825,33915,1748,Playground,None,Playground Site,None,SCARBORO CRESCENT PARK - Playground
7826,36747,1748,Kitchen,room,Kitchen,None,SCARBORO CRESCENT PARK - Tennis Clubhouse - Kitchen
7827,36748,1748,Lounge,room,Room,None,SCARBORO CRESCENT PARK - Tennis Clubhouse - Sitting Room
7828,13825,1801,Allotment Garden,None,Allotment Garden,None,STOFFEL ALLOTMENTS
7829,27742,1806,Children's Garden,None,Children's Garden,None,CENTRE ISLAND PARK - FRANKLIN CHILDREN'S GARDEN
7830,29694,1806,Amphitheatre,special,Amphitheatre,None,CENTRE ISLAND PARK FRANKLIN CHILDREN'S GARDEN AMPHITHEATRE
7831,29879,1842,Kitchen,room,Kitchen,None,MONTGOMERY'S INN - Kitchen (  2)
7832,29880,1842,Kitchen,room,Kitchen,None,MONTGOMERY'S INN - Kitchen (  1)
7833,34416,1848,Playground,None,Playground Site,None,CLOVERCREST PARKETTE - Playground
7834,4159,1849,Splash Pad,None,Splash/Spray Pad,None,LEE CENTRE PARK - Splash/Spray Pad
7835,34118,1849,Playground,None,Playground Site,None,LEE CENTRE PARK - Playground
7836,988792,1849,Dog Fountain,None,Dog Fountain Count,None,LEE CENTRE PARK - Drinking Water Source
7837,988792,1849,Bottle Filling Station,None,Water Bottle Filling Count,None,LEE CENTRE PARK - Drinking Water Source
7838,34325,1850,Playground,None,Playground Site,None,QUEENSLAND PARK - Playground
7839,967805,1850,Picnic Shelter,picnic,Shelter,None,QUEENSLAND PARK - Shade Structure
7840,34217,1852,Playground,None,Playground Site,None,NESBITT PARK - Playground
7841,58233,1852,Outdoor Table Tennis,None,Outdoor Table Tennis,None,NESBITT PARK - Outdoor Table Tennis
7842,2584,1854,Drinking Fountain,None,Drinking Fountain Count,None,STRATFORD PARK - Drinking Water Source
7843,48983,1855,Curling Rink,None,Curling Rink,None,EAST YORK CURLING CLUB - Curling Rink
7844,48964,1856,Curling Rink,None,Curling Rink,None,LEASIDE CURLING CLUB - Curling Rink
7845,2627,1860,Drinking Fountain,None,Drinking Fountain Count,None,SHERBOURNE COMMON - Drinking Water Source (  1)
7846,2628,1860,Drinking Fountain,None,Drinking Fountain Count,None,SHERBOURNE COMMON - Drinking Water Source (  2)
7847,14073,1860,Splash Pad,None,Splash/Spray Pad,None,PAUL QUARRINGTON - Outdoor Artificial Ice Rink
7848,28901,1860,Washroom Facility,None,Washroom Building,None,SHERBOURNE COMMON A.I.R. BUILDING
7849,34180,1860,Playground,None,Playground Site,None,SHERBOURNE COMMON - Playground
7850,43569,1860,Outdoor Rink,ice,Outdoor Ice Pad,None,PAUL QUARRINGTON - Outdoor Ice Pad
7851,138629,1860,Splash Pad,None,Splash/Spray Pad,None,SHERBOURNE COMMON - Splash/Spray Pad
7852,34336,1861,Playground,None,Playground Site,None,REAN PARK - Playground
7853,29933,1865,Kitchen,room,Kitchen - Premier,P,WARDEN HILLTOP COMMUNITY CENTRE PARK - Kitchen
7854,40877,1865,Weight/Cardio Room,None,Room-Fitness/Weight,None,WARDEN HILLTOP COMMUNITY CENTRE PARK - Weight Room
7855,41503,1865,Gymnasium,gym,Gymnasium - A,A,WARDEN HILLTOP COMMUNITY CENTRE PARK - Gymnasium
7856,48506,1865,Craft Room,room,Room-Craft - C,C,WARDEN HILLTOP COMMUNITY CENTRE PARK - Craft Room
7857,48507,1865,Fitness/Dance Studio,None,Room - C,C,WARDEN HILLTOP COMMUNITY CENTRE PARK - Fitness/Dance Studio
7858,48508,1865,Meeting Room,None,None,None,WARDEN HILLTOP COMMUNITY CENTRE PARK - Meeting Room
7859,48509,1865,Multipurpose Room,room,Room - B,B,WARDEN HILLTOP COMMUNITY CENTRE PARK - Multipurpose Room (  1)
7860,48510,1865,Multipurpose Room,room,Room - C,C,WARDEN HILLTOP COMMUNITY CENTRE PARK - Multipurpose Room (  2)
7861,48511,1865,Multipurpose Room,room,Room - C,C,WARDEN HILLTOP COMMUNITY CENTRE PARK - Multipurpose Room (  3)
7862,48512,1865,Multipurpose Room,room,Room - B,B,WARDEN HILLTOP COMMUNITY CENTRE PARK - Multipurpose Room (  4)
7863,48513,1865,Preschool,room,Preschool - C,C,WARDEN HILLTOP COMMUNITY CENTRE PARK - Preschool
7864,132709,1865,Outdoor Basketball Court,None,Basketball Court,None,WARDEN HILLTOP COMMUNITY CENTRE PARK - Basketball Court
7865,33815,1868,Playground,None,Playground Site,None,MAXOME PARK - Playground
7866,44704,1870,Allotment Garden,None,Allotment Garden,None,CORNELL CAMPBELL HOUSE - Allotment Garden
7867,29920,1873,Kitchen,room,Kitchen,None,STEPHEN LEACOCK SENIORS' COMMUNITY CENTRE - Kitchen
7868,47891,1873,Craft Room,room,Room-Craft - C,C,STEPHEN LEACOCK SENIORS' COMMUNITY CENTRE - Craft Room (  1)
7869,47892,1873,Games Room,room,Games Room - C,C,STEPHEN LEACOCK SENIORS' COMMUNITY CENTRE - Games Room
7870,47893,1873,Lounge,room,Room - C,C,STEPHEN LEACOCK SENIORS' COMMUNITY CENTRE - Lounge
7871,47907,1873,Craft Room,room,Room-Craft - C,C,STEPHEN LEACOCK SENIORS' COMMUNITY CENTRE - Craft Room (  2)
7872,47908,1873,Gallery,room,Gallery/Hall  - B,B,STEPHEN LEACOCK SENIORS' COMMUNITY CENTRE - Gallery/Hall
7873,47909,1873,Multipurpose Room,room,Room - C,C,STEPHEN LEACOCK SENIORS' COMMUNITY CENTRE - Multipurpose Room
7874,34515,1879,Playground,None,Playground Site,None,IONVIEW PARK - Playground
7875,34263,1880,Playground,None,Playground Site,None,PORTAGE GARDENS PARK - Playground
7876,2326,1882,Drinking Fountain,None,Drinking Fountain Count,None,FAIRFIELD PARK - Drinking Water Source
7877,4483,1882,Shuffle Board,None,Shuffle Board,None,FAIRFIELD PARK - Shuffle Board (  1)
7878,4484,1882,Shuffle Board,None,Shuffle Board,None,FAIRFIELD PARK - Shuffle Board (  2)
7879,4485,1882,Splash Pad,None,Splash/Spray Pad,None,FAIRFIELD PARK - Splash/Spray Pad
7880,34058,1882,Playground,None,Playground Site,None,FAIRFIELD PARK - Playground
7881,849975,1882,Parking Lot,None,Outdoor Parking Lot,None,FAIRFIELD PARK - Outdoor Parking Lot
7882,3952,1884,Outdoor Tennis Court,None,Outdoor Tennis Court,None,OLD MILL SITE PARK - Outdoor Tennis Court (  1)
7883,3953,1884,Outdoor Tennis Court,None,Outdoor Tennis Court,None,OLD MILL SITE PARK - Outdoor Tennis Court (  2)
7884,3954,1884,Outdoor Tennis Court,None,Outdoor Tennis Court,None,OLD MILL SITE PARK - Outdoor Tennis Court (  3)
7885,3955,1884,Outdoor Tennis Court,None,Outdoor Tennis Court,None,OLD MILL SITE PARK - Outdoor Tennis Court (  4)
7886,34294,1886,Playground,None,Playground Site,None,TRAYMORE PARK - Playground
7887,60882,1886,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,TRAYMORE PARK - Outdoor Fitness Equipment (  1)
7888,60883,1886,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,TRAYMORE PARK - Outdoor Fitness Equipment (  2)
7889,60884,1886,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,TRAYMORE PARK - Outdoor Fitness Equipment (  3)
7890,60885,1886,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,TRAYMORE PARK - Outdoor Fitness Equipment (  4)
7891,60886,1886,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,TRAYMORE PARK - Outdoor Fitness Equipment (  5)
7892,33865,1888,Playground,None,Playground Site,None,STONEHOUSE PARK - Playground
7893,75142,1888,Outdoor Chess Table,None,Outdoor Chess Table,None,STONEHOUSE PARK - Outdoor Chess Table (  1)
7894,75143,1888,Outdoor Chess Table,None,Outdoor Chess Table,None,STONEHOUSE PARK - Outdoor Chess Table (  2)
7895,75165,1888,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,STONEHOUSE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
7896,75166,1888,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,STONEHOUSE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
7897,75167,1888,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,STONEHOUSE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
7898,75169,1888,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,STONEHOUSE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
7899,75170,1888,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,STONEHOUSE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  5)
7900,75171,1888,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,STONEHOUSE PARK - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  6)
7901,48452,1889,Multipurpose Room,room,Room - C,C,ROYWOOD PARK CLUBHOUSE - Multipurpose Room
7902,34412,1890,Playground,None,Playground Site,None,CLARINDA PARK - Playground
7903,2902,1893,Outdoor Bocce Court,None,Outdoor Bocce Court,None,EXBURY PARK - Outdoor Bocce Court (  1)
7904,2903,1893,Outdoor Bocce Court,None,Outdoor Bocce Court,None,EXBURY PARK - Outdoor Bocce Court (  2)
7905,34056,1893,Playground,None,Playground Site,None,EXBURY PARK - Playground
7906,33862,1895,Playground,None,Playground Site,None,STARRY PARK - Playground
7907,71303,1895,Gazebo,None,Gazebo,None,STARRY PARK - Shade Structure
7908,2780,1898,Community Garden,None,Community Garden,None,CHESTER LE OLIVE GARDEN
7909,18024,1898,Sport Field,sport,Soccer Field - C,C,CHESTER LE PARK - Soccer Field (  1)
7910,18025,1898,Sport Field,sport,Soccer Field - C,C,CHESTER LE PARK - Soccer Field (  2)
7911,34405,1898,Playground,None,Playground Site,None,CHESTER LE PARK - Playground
7912,2467,1901,Drinking Fountain,None,Drinking Fountain Count,None,BILL JOHNSTON PARK - Drinking Water Source (  1)
7913,2467,1901,Dog Fountain,None,Dog Fountain Count,None,BILL JOHNSTON PARK - Drinking Water Source (  1)
7914,58562,1901,Dogs Off-Leash Area,None,Off Leash Area,None,BILL JOHNSTON PARK - Off Leash Area
7915,102246,1901,Drinking Fountain,None,Drinking Fountain Count,None,BILL JOHNSTON PARK - Drinking Water Source (  2)
7916,102246,1901,Dog Fountain,None,Dog Fountain Count,None,BILL JOHNSTON PARK - Drinking Water Source (  2)
7917,29777,1916,Kitchen,room,Kitchen,None,BIRCHMOUNT YARD - Kitchen
7918,2439,1923,Drinking Fountain,None,Drinking Fountain Count,None,CASHMAN PARK - Drinking Water Source
7919,34381,1923,Playground,None,Playground Site,None,CASHMAN PARK - Playground
7920,34081,1949,Playground,None,Playground Site,None,FROST PARK - Playground
7921,2291,1950,Drinking Fountain,None,Drinking Fountain Count,None,GRAHAM PARK - Drinking Water Source
7922,34455,1950,Playground,None,Playground Site,None,GRAHAM PARK - Playground
7923,34479,1951,Playground,None,Playground Site,None,HAVERSON PARK - Playground
7924,30905,1952,Kitchen,room,Kitchen,None,HIGH PARK SERVICE YARD - Kitchen
7925,2243,1953,Drinking Fountain,None,Drinking Fountain Count,None,HOLLEY PARK - Drinking Water Source
7926,34499,1953,Playground,None,Playground Site,None,HOLLEY PARK - Playground
7927,17803,1955,Multipurpose Field,None,Multipurpose Field - B,B,HUMBER ARBORETUM - Multipurpose Field (  1)
7928,17803,1955,Cricket Pitch Field,sport,Cricket Pitch Field - B,B,HUMBER ARBORETUM - Multipurpose Field (  1)
7929,17804,1955,Multipurpose Field,None,Multipurpose Field - B,B,HUMBER ARBORETUM - Multipurpose Field (  2)
7930,24310,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL ( 10)
7931,24311,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL ( 11)
7932,24312,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL ( 12)
7933,24313,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL ( 13)
7934,24314,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL ( 14)
7935,24320,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL (  2)
7936,24331,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL (  3)
7937,24342,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL (  4)
7938,24351,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL (  5)
7939,24352,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL (  6)
7940,24353,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL (  7)
7941,24354,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL (  8)
7942,24355,1955,Bike Trail,None,Bike Trail,None,WEST HUMBER TRAIL (  9)
7943,57350,1955,Pond,None,Open Water,None,HUMBER ARBORETUM - Open Water
7944,60862,1955,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,HUMBER ARBORETUM - Outdoor Fitness Equipment (  1)
7945,60863,1955,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,HUMBER ARBORETUM - Outdoor Fitness Equipment (  2)
7946,60864,1955,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,HUMBER ARBORETUM - Outdoor Fitness Equipment (  3)
7947,34507,1956,Playground,None,Playground Site,None,HUMEWOOD PARK - Playground
7948,2728,1974,Drinking Fountain,None,Drinking Fountain Count,None,NOBLE PARK - Drinking Water Source
7949,3977,1974,Outdoor Basketball Court,None,Basketball Court,None,NOBLE PARK - Basketball Court
7950,17873,1974,Ball Diamond,sport,Baseball Diamond Field - C,C,NOBLE PARK - Ball Diamond Field
7951,34219,1974,Playground,None,Playground Site,None,NOBLE PARK - Playground
7952,34337,1978,Playground,None,Playground Site,None,REDGRAVE PARK - Playground
7953,2671,1979,Drinking Fountain,None,Drinking Fountain Count,None,RICARDO PARKETTE - Drinking Water Source
7954,34178,1979,Playground,None,Playground Site,None,RICARDO PARKETTE - Playground
7955,34278,1999,Playground,None,Playground Site,None,THE ELMS PARK - Playground W
7956,46082,1999,Playground,None,Playground Site,None,THE ELMS PARK - Playground E
7957,2559,2001,Dog Fountain,None,Dog Fountain Count,None,TICHESTER PARK - Drinking Water Source
7958,2559,2001,Drinking Fountain,None,Drinking Fountain Count,None,TICHESTER PARK - Drinking Water Source
7959,34284,2001,Playground,None,Playground Site,None,TICHESTER PARK - Playground
7960,78760,2001,Outdoor Table Tennis,None,Outdoor Table Tennis,None,TICHESTER PARK - Outdoor Table Tennis
7961,2159,2006,Drinking Fountain,None,Drinking Fountain Count,None,WESTMOUNT PARK - Drinking Water Source
7962,2949,2006,Pickleball Court,None,None,None,WESTMOUNT PARK - Tennis Court Area
7963,2949,2006,Pickleball Court,None,None,None,WESTMOUNT PARK - Tennis Court Area
7964,2949,2006,Pickleball Court,None,None,None,WESTMOUNT PARK - Tennis Court Area
7965,2950,2006,Outdoor Tennis Court,None,Outdoor Tennis Court,None,WESTMOUNT PARK - Outdoor Tennis Court (  1)
7966,2951,2006,Outdoor Tennis Court,None,Outdoor Tennis Court,None,WESTMOUNT PARK - Outdoor Tennis Court (  2)
7967,2952,2006,Outdoor Tennis Court,None,Outdoor Tennis Court,None,WESTMOUNT PARK - Outdoor Tennis Court (  3)
7968,4110,2006,Outdoor Pool,pool,Outdoor Pool Tank,None,WESTMOUNT PARK - Outdoor Pool Tank
7969,5465,2006,Washroom Facility,None,Washroom Building,None,WESTMOUNT PARK OUTDOOR POOL BUILDING
7970,34132,2006,Playground,None,Playground Site,None,WESTMOUNT PARK - Playground
7971,967939,2006,Gazebo,None,Gazebo,None,WESTMOUNT PARK - Shade Structure
7972,60564,2007,Indoor Rink,ice,Indoor Ice Pad,None,WESTON LIONS RECREATION ARENA - Indoor Ice Pad
7973,17302,2012,Indoor Pool,pool,Indoor Pool Tank,None,PAM McCONNELL AQUATIC CENTER - Indoor Pool Tank (  1)
7974,48430,2012,Multipurpose Room,room,Room - C,C,PAM McCONNELL AQUATIC CENTRE - Multipurpose Room
7975,48962,2012,Indoor Pool,pool,Indoor Pool Tank,None,PAM McCONNELL AQUATIC CENTER - Indoor Pool Tank (  2)
7976,48963,2012,Indoor Pool,pool,Indoor Pool Tank,None,PAM McCONNELL AQUATIC CENTER - Indoor Pool Tank (  3)
7977,17806,2013,Ball Diamond,sport,Baseball Diamond Field - C,C,HUMBERWOOD PARK - Ball Diamond Field
7978,32362,2013,Parking Lot,None,Outdoor Parking Lot,None,HUMBERWOOD PARK - Outdoor Parking Lot
7979,57358,2013,Pond,None,Open Water,None,HUMBERWOOD PARK - Open Water
7980,23021,2014,Bike Trail,None,Bike Trail,None,HUMBER RIVER RECREATIONAL TRAIL ( 42)
7981,32375,2014,Parking Lot,None,Outdoor Parking Lot,None,LAMBTON PARK - Outdoor Parking Lot
7982,34109,2014,Playground,None,Playground Site,None,LAMBTON PARK - Playground
7983,2316,2015,Drinking Fountain,None,Drinking Fountain Count,None,FLORENCE GELL PARK - Drinking Water Source
7984,4453,2015,Splash Pad,None,Splash/Spray Pad,None,FLORENCE GELL PARK - Splash/Spray Pad
7985,34073,2015,Playground,None,Playground Site,None,FLORENCE GELL PARK - Playground
7986,3575,2016,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MARYLAND PARK - Outdoor Tennis Court (  1)
7987,3576,2016,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MARYLAND PARK - Outdoor Tennis Court (  2)
